image_id,filename,npz_index,domain_id,modality_group,corruption_type,corruption_family,corruption_severity,is_unseen_corruption,label
train_002267,train/images.npz,2267,domain_08,ct,contrast,generic,1,False,class_048
train_002268,train/images.npz,2268,domain_13,retinal,none,generic,0,False,class_094
train_002269,train/images.npz,2269,domain_01,microscopy,none,generic,0,False,class_002
train_002270,train/images.npz,2270,domain_01,microscopy,blur,generic,2,False,class_002
train_002271,train/images.npz,2271,domain_10,ct,none,generic,0,False,class_069
train_002272,train/images.npz,2272,domain_06,retinal,none,generic,0,False,class_035
train_002273,train/images.npz,2273,domain_03,xray,none,generic,0,False,class_014
train_002274,train/images.npz,2274,domain_11,microscopy,none,generic,0,False,class_083
train_002275,train/images.npz,2275,domain_09,3d_projection,brightness,generic,1,False,class_060
train_002276,train/images.npz,2276,domain_09,3d_projection,brightness,generic,1,False,class_065
train_002277,train/images.npz,2277,domain_10,ct,brightness,generic,1,False,class_073
train_002278,train/images.npz,2278,domain_10,ct,none,generic,0,False,class_069
train_002279,train/images.npz,2279,domain_07,ct,none,generic,0,False,class_039
train_002280,train/images.npz,2280,domain_09,3d_projection,none,generic,0,False,class_058
train_002281,train/images.npz,2281,domain_07,ct,none,generic,0,False,class_043
train_002282,train/images.npz,2282,domain_10,ct,blur,generic,1,False,class_079
train_002283,train/images.npz,2283,domain_08,ct,contrast,generic,2,False,class_052
train_002284,train/images.npz,2284,domain_15,microscopy,contrast,generic,1,False,class_099
train_002285,train/images.npz,2285,domain_11,microscopy,brightness,generic,2,False,class_087
train_002286,train/images.npz,2286,domain_09,3d_projection,blur,generic,1,False,class_060
train_002287,train/images.npz,2287,domain_03,xray,none,generic,0,False,class_021
train_002288,train/images.npz,2288,domain_02,ultrasound,none,generic,0,False,class_011
train_002289,train/images.npz,2289,domain_01,microscopy,none,generic,0,False,class_008
train_002290,train/images.npz,2290,domain_11,microscopy,none,generic,0,False,class_080
train_002291,train/images.npz,2291,domain_03,xray,brightness,generic,2,False,class_020
train_002292,train/images.npz,2292,domain_10,ct,brightness,generic,1,False,class_077
train_002293,train/images.npz,2293,domain_07,ct,noise,generic,1,False,class_045
train_002294,train/images.npz,2294,domain_01,microscopy,none,generic,0,False,class_005
train_002295,train/images.npz,2295,domain_10,ct,brightness,generic,1,False,class_073
train_002296,train/images.npz,2296,domain_10,ct,none,generic,0,False,class_075
train_002297,train/images.npz,2297,domain_00,3d_projection,brightness,generic,1,False,class_001
train_002298,train/images.npz,2298,domain_10,ct,contrast,generic,1,False,class_077
train_002299,train/images.npz,2299,domain_06,retinal,none,generic,0,False,class_032
train_002300,train/images.npz,2300,domain_11,microscopy,blur,generic,2,False,class_080
train_002301,train/images.npz,2301,domain_16,3d_projection,contrast,generic,1,False,class_106
train_002302,train/images.npz,2302,domain_12,xray,contrast,generic,1,False,class_089
train_002303,train/images.npz,2303,domain_10,ct,noise,generic,1,False,class_077
train_002304,train/images.npz,2304,domain_03,xray,blur,generic,2,False,class_026
train_002305,train/images.npz,2305,domain_15,microscopy,none,generic,0,False,class_104
train_002306,train/images.npz,2306,domain_09,3d_projection,contrast,generic,1,False,class_059
train_002307,train/images.npz,2307,domain_07,ct,noise,generic,2,False,class_040
train_002308,train/images.npz,2308,domain_11,microscopy,contrast,generic,1,False,class_088
train_002309,train/images.npz,2309,domain_07,ct,brightness,generic,1,False,class_038
train_002310,train/images.npz,2310,domain_09,3d_projection,none,generic,0,False,class_063
train_002311,train/images.npz,2311,domain_07,ct,contrast,generic,1,False,class_037
train_002312,train/images.npz,2312,domain_08,ct,contrast,generic,1,False,class_051
train_002313,train/images.npz,2313,domain_03,xray,contrast,generic,1,False,class_015
train_002314,train/images.npz,2314,domain_03,xray,noise,generic,1,False,class_026
train_002315,train/images.npz,2315,domain_09,3d_projection,none,generic,0,False,class_065
train_002316,train/images.npz,2316,domain_14,3d_projection,none,generic,0,False,class_096
train_002317,train/images.npz,2317,domain_07,ct,noise,generic,1,False,class_039
train_002318,train/images.npz,2318,domain_09,3d_projection,none,generic,0,False,class_067
train_002319,train/images.npz,2319,domain_14,3d_projection,contrast,generic,1,False,class_096
train_002320,train/images.npz,2320,domain_13,retinal,none,generic,0,False,class_091
train_002321,train/images.npz,2321,domain_03,xray,none,generic,0,False,class_019
train_002322,train/images.npz,2322,domain_11,microscopy,none,generic,0,False,class_080
train_002323,train/images.npz,2323,domain_09,3d_projection,none,generic,0,False,class_058
train_002324,train/images.npz,2324,domain_12,xray,none,generic,0,False,class_089
train_002325,train/images.npz,2325,domain_09,3d_projection,none,generic,0,False,class_065
train_002326,train/images.npz,2326,domain_03,xray,none,generic,0,False,class_014
train_002327,train/images.npz,2327,domain_13,retinal,contrast,generic,1,False,class_093
train_002328,train/images.npz,2328,domain_03,xray,none,generic,0,False,class_015
train_002329,train/images.npz,2329,domain_03,xray,contrast,generic,1,False,class_014
train_002330,train/images.npz,2330,domain_03,xray,none,generic,0,False,class_012
train_002331,train/images.npz,2331,domain_07,ct,contrast,generic,1,False,class_040
train_002332,train/images.npz,2332,domain_03,xray,none,generic,0,False,class_023
train_002333,train/images.npz,2333,domain_11,microscopy,none,generic,0,False,class_080
train_002334,train/images.npz,2334,domain_11,microscopy,none,generic,0,False,class_088
train_002335,train/images.npz,2335,domain_05,3d_projection,none,generic,0,False,class_031
train_002336,train/images.npz,2336,domain_09,3d_projection,brightness,generic,1,False,class_059
train_002337,train/images.npz,2337,domain_12,xray,none,generic,0,False,class_090
train_002338,train/images.npz,2338,domain_09,3d_projection,none,generic,0,False,class_066
train_002339,train/images.npz,2339,domain_16,3d_projection,contrast,generic,1,False,class_106
train_002340,train/images.npz,2340,domain_14,3d_projection,none,generic,0,False,class_096
train_002341,train/images.npz,2341,domain_09,3d_projection,contrast,generic,1,False,class_062
train_002342,train/images.npz,2342,domain_14,3d_projection,brightness,generic,1,False,class_096
train_002343,train/images.npz,2343,domain_15,microscopy,noise,generic,2,False,class_098
train_002344,train/images.npz,2344,domain_15,microscopy,none,generic,0,False,class_101
train_002345,train/images.npz,2345,domain_07,ct,blur,generic,1,False,class_045
train_002346,train/images.npz,2346,domain_12,xray,none,generic,0,False,class_090
train_002347,train/images.npz,2347,domain_16,3d_projection,contrast,generic,1,False,class_107
train_002348,train/images.npz,2348,domain_05,3d_projection,contrast,generic,1,False,class_030
train_002349,train/images.npz,2349,domain_11,microscopy,none,generic,0,False,class_080
train_002350,train/images.npz,2350,domain_02,ultrasound,noise,generic,1,False,class_010
train_002351,train/images.npz,2351,domain_09,3d_projection,noise,generic,1,False,class_060
train_002352,train/images.npz,2352,domain_01,microscopy,none,generic,0,False,class_007
train_002353,train/images.npz,2353,domain_09,3d_projection,none,generic,0,False,class_068
train_002354,train/images.npz,2354,domain_11,microscopy,brightness,generic,2,False,class_080
train_002355,train/images.npz,2355,domain_09,3d_projection,none,generic,0,False,class_062
train_002356,train/images.npz,2356,domain_03,xray,noise,generic,1,False,class_023
train_002357,train/images.npz,2357,domain_07,ct,contrast,generic,2,False,class_040
train_002358,train/images.npz,2358,domain_03,xray,brightness,generic,2,False,class_016
train_002359,train/images.npz,2359,domain_09,3d_projection,blur,generic,2,False,class_062
train_002360,train/images.npz,2360,domain_03,xray,brightness,generic,2,False,class_019
train_002361,train/images.npz,2361,domain_05,3d_projection,brightness,generic,2,False,class_031
train_002362,train/images.npz,2362,domain_13,retinal,none,generic,0,False,class_094
train_002363,train/images.npz,2363,domain_16,3d_projection,none,generic,0,False,class_106
train_002364,train/images.npz,2364,domain_14,3d_projection,noise,generic,1,False,class_096
train_002365,train/images.npz,2365,domain_10,ct,none,generic,0,False,class_071
train_002366,train/images.npz,2366,domain_01,microscopy,none,generic,0,False,class_005
train_002367,train/images.npz,2367,domain_15,microscopy,none,generic,0,False,class_103
train_002368,train/images.npz,2368,domain_16,3d_projection,noise,generic,1,False,class_106
train_002369,train/images.npz,2369,domain_08,ct,none,generic,0,False,class_052
train_002370,train/images.npz,2370,domain_01,microscopy,blur,generic,1,False,class_003
train_002371,train/images.npz,2371,domain_00,3d_projection,none,generic,0,False,class_000
train_002372,train/images.npz,2372,domain_15,microscopy,contrast,generic,2,False,class_100
train_002373,train/images.npz,2373,domain_10,ct,none,generic,0,False,class_076
train_002374,train/images.npz,2374,domain_14,3d_projection,noise,generic,1,False,class_096
train_002375,train/images.npz,2375,domain_09,3d_projection,none,generic,0,False,class_061
train_002376,train/images.npz,2376,domain_02,ultrasound,contrast,generic,1,False,class_010
train_002377,train/images.npz,2377,domain_15,microscopy,contrast,generic,1,False,class_103
train_002378,train/images.npz,2378,domain_01,microscopy,none,generic,0,False,class_006
train_002379,train/images.npz,2379,domain_02,ultrasound,none,generic,0,False,class_011
train_002380,train/images.npz,2380,domain_10,ct,none,generic,0,False,class_078
train_002381,train/images.npz,2381,domain_09,3d_projection,none,generic,0,False,class_059
train_002382,train/images.npz,2382,domain_07,ct,brightness,generic,1,False,class_041
train_002383,train/images.npz,2383,domain_11,microscopy,none,generic,0,False,class_080
train_002384,train/images.npz,2384,domain_01,microscopy,noise,generic,1,False,class_007
train_002385,train/images.npz,2385,domain_13,retinal,brightness,generic,1,False,class_094
train_002386,train/images.npz,2386,domain_11,microscopy,contrast,generic,1,False,class_085
train_002387,train/images.npz,2387,domain_11,microscopy,contrast,generic,1,False,class_081
train_002388,train/images.npz,2388,domain_07,ct,contrast,generic,1,False,class_044
train_002389,train/images.npz,2389,domain_10,ct,none,generic,0,False,class_069
train_002390,train/images.npz,2390,domain_07,ct,none,generic,0,False,class_038
train_002391,train/images.npz,2391,domain_15,microscopy,none,generic,0,False,class_104
train_002392,train/images.npz,2392,domain_07,ct,contrast,generic,1,False,class_038
train_002393,train/images.npz,2393,domain_03,xray,noise,generic,1,False,class_015
train_002394,train/images.npz,2394,domain_01,microscopy,none,generic,0,False,class_006
train_002395,train/images.npz,2395,domain_10,ct,noise,generic,1,False,class_071
train_002396,train/images.npz,2396,domain_14,3d_projection,none,generic,0,False,class_097
train_002397,train/images.npz,2397,domain_15,microscopy,none,generic,0,False,class_105
train_002398,train/images.npz,2398,domain_06,retinal,contrast,generic,1,False,class_032
train_002399,train/images.npz,2399,domain_09,3d_projection,noise,generic,2,False,class_063
train_002400,train/images.npz,2400,domain_11,microscopy,contrast,generic,1,False,class_080
train_002401,train/images.npz,2401,domain_03,xray,brightness,generic,1,False,class_016
train_002402,train/images.npz,2402,domain_11,microscopy,none,generic,0,False,class_087
train_002403,train/images.npz,2403,domain_10,ct,blur,generic,1,False,class_078
train_002404,train/images.npz,2404,domain_03,xray,contrast,generic,1,False,class_018
train_002405,train/images.npz,2405,domain_07,ct,none,generic,0,False,class_039
train_002406,train/images.npz,2406,domain_08,ct,noise,generic,1,False,class_054
train_002407,train/images.npz,2407,domain_10,ct,brightness,generic,1,False,class_071
train_002408,train/images.npz,2408,domain_02,ultrasound,none,generic,0,False,class_011
train_002409,train/images.npz,2409,domain_14,3d_projection,blur,generic,1,False,class_096
train_002410,train/images.npz,2410,domain_00,3d_projection,none,generic,0,False,class_000
train_002411,train/images.npz,2411,domain_13,retinal,noise,generic,1,False,class_091
train_002412,train/images.npz,2412,domain_03,xray,none,generic,0,False,class_020
train_002413,train/images.npz,2413,domain_05,3d_projection,brightness,generic,1,False,class_030
train_002414,train/images.npz,2414,domain_08,ct,brightness,generic,2,False,class_054
train_002415,train/images.npz,2415,domain_01,microscopy,contrast,generic,1,False,class_004
train_002416,train/images.npz,2416,domain_03,xray,contrast,generic,1,False,class_015
train_002417,train/images.npz,2417,domain_07,ct,none,generic,0,False,class_037
train_002418,train/images.npz,2418,domain_10,ct,noise,generic,1,False,class_075
train_002419,train/images.npz,2419,domain_07,ct,none,generic,0,False,class_044
train_002420,train/images.npz,2420,domain_08,ct,brightness,generic,1,False,class_051
train_002421,train/images.npz,2421,domain_01,microscopy,contrast,generic,1,False,class_004
train_002422,train/images.npz,2422,domain_03,xray,noise,generic,1,False,class_023
train_002423,train/images.npz,2423,domain_01,microscopy,none,generic,0,False,class_003
train_002424,train/images.npz,2424,domain_07,ct,noise,generic,1,False,class_042
train_002425,train/images.npz,2425,domain_03,xray,brightness,generic,1,False,class_014
train_002426,train/images.npz,2426,domain_04,3d_projection,contrast,generic,1,False,class_028
train_002427,train/images.npz,2427,domain_03,xray,none,generic,0,False,class_025
train_002428,train/images.npz,2428,domain_12,xray,blur,generic,2,False,class_090
train_002429,train/images.npz,2429,domain_09,3d_projection,none,generic,0,False,class_064
train_002430,train/images.npz,2430,domain_00,3d_projection,contrast,generic,1,False,class_000
train_002431,train/images.npz,2431,domain_10,ct,brightness,generic,1,False,class_078
train_002432,train/images.npz,2432,domain_02,ultrasound,none,generic,0,False,class_010
train_002433,train/images.npz,2433,domain_10,ct,none,generic,0,False,class_077
train_002434,train/images.npz,2434,domain_09,3d_projection,none,generic,0,False,class_059
train_002435,train/images.npz,2435,domain_03,xray,blur,generic,1,False,class_020
train_002436,train/images.npz,2436,domain_03,xray,none,generic,0,False,class_019
train_002437,train/images.npz,2437,domain_11,microscopy,none,generic,0,False,class_088
train_002438,train/images.npz,2438,domain_09,3d_projection,brightness,generic,2,False,class_068
train_002439,train/images.npz,2439,domain_03,xray,brightness,generic,2,False,class_023
train_002440,train/images.npz,2440,domain_00,3d_projection,brightness,generic,2,False,class_000
train_002441,train/images.npz,2441,domain_04,3d_projection,contrast,generic,2,False,class_028
train_002442,train/images.npz,2442,domain_11,microscopy,blur,generic,1,False,class_084
train_002443,train/images.npz,2443,domain_14,3d_projection,noise,generic,1,False,class_096
train_002444,train/images.npz,2444,domain_01,microscopy,none,generic,0,False,class_003
train_002445,train/images.npz,2445,domain_10,ct,none,generic,0,False,class_069
train_002446,train/images.npz,2446,domain_07,ct,blur,generic,1,False,class_043
train_002447,train/images.npz,2447,domain_15,microscopy,contrast,generic,1,False,class_099
train_002448,train/images.npz,2448,domain_12,xray,brightness,generic,2,False,class_089
train_002449,train/images.npz,2449,domain_09,3d_projection,none,generic,0,False,class_063
train_002450,train/images.npz,2450,domain_08,ct,contrast,generic,2,False,class_050
train_002451,train/images.npz,2451,domain_03,xray,none,generic,0,False,class_024
train_002452,train/images.npz,2452,domain_03,xray,noise,generic,2,False,class_023
train_002453,train/images.npz,2453,domain_10,ct,none,generic,0,False,class_071
train_002454,train/images.npz,2454,domain_10,ct,blur,generic,1,False,class_071
train_002455,train/images.npz,2455,domain_14,3d_projection,none,generic,0,False,class_097
train_002456,train/images.npz,2456,domain_03,xray,contrast,generic,1,False,class_012
train_002457,train/images.npz,2457,domain_08,ct,brightness,generic,1,False,class_053
train_002458,train/images.npz,2458,domain_10,ct,contrast,generic,1,False,class_069
train_002459,train/images.npz,2459,domain_10,ct,none,generic,0,False,class_075
train_002460,train/images.npz,2460,domain_10,ct,contrast,generic,1,False,class_070
train_002461,train/images.npz,2461,domain_05,3d_projection,none,generic,0,False,class_031
train_002462,train/images.npz,2462,domain_04,3d_projection,noise,generic,1,False,class_027
train_002463,train/images.npz,2463,domain_15,microscopy,blur,generic,1,False,class_101
train_002464,train/images.npz,2464,domain_03,xray,none,generic,0,False,class_018
train_002465,train/images.npz,2465,domain_01,microscopy,contrast,generic,1,False,class_004
train_002466,train/images.npz,2466,domain_10,ct,noise,generic,1,False,class_073
train_002467,train/images.npz,2467,domain_08,ct,blur,generic,2,False,class_051
train_002468,train/images.npz,2468,domain_07,ct,contrast,generic,1,False,class_039
train_002469,train/images.npz,2469,domain_00,3d_projection,none,generic,0,False,class_000
train_002470,train/images.npz,2470,domain_10,ct,noise,generic,1,False,class_070
train_002471,train/images.npz,2471,domain_08,ct,none,generic,0,False,class_052
train_002472,train/images.npz,2472,domain_10,ct,none,generic,0,False,class_071
train_002473,train/images.npz,2473,domain_08,ct,contrast,generic,1,False,class_049
train_002474,train/images.npz,2474,domain_07,ct,noise,generic,1,False,class_042
train_002475,train/images.npz,2475,domain_11,microscopy,contrast,generic,1,False,class_082
train_002476,train/images.npz,2476,domain_08,ct,none,generic,0,False,class_053
train_002477,train/images.npz,2477,domain_15,microscopy,none,generic,0,False,class_099
train_002478,train/images.npz,2478,domain_01,microscopy,none,generic,0,False,class_006
train_002479,train/images.npz,2479,domain_03,xray,none,generic,0,False,class_024
train_002480,train/images.npz,2480,domain_13,retinal,none,generic,0,False,class_091
train_002481,train/images.npz,2481,domain_08,ct,none,generic,0,False,class_057
train_002482,train/images.npz,2482,domain_01,microscopy,none,generic,0,False,class_004
train_002483,train/images.npz,2483,domain_11,microscopy,noise,generic,1,False,class_088
train_002484,train/images.npz,2484,domain_11,microscopy,blur,generic,2,False,class_085
train_002485,train/images.npz,2485,domain_04,3d_projection,none,generic,0,False,class_029
train_002486,train/images.npz,2486,domain_15,microscopy,contrast,generic,1,False,class_103
train_002487,train/images.npz,2487,domain_14,3d_projection,noise,generic,1,False,class_096
train_002488,train/images.npz,2488,domain_08,ct,brightness,generic,1,False,class_047
train_002489,train/images.npz,2489,domain_03,xray,contrast,generic,1,False,class_013
train_002490,train/images.npz,2490,domain_08,ct,none,generic,0,False,class_057
train_002491,train/images.npz,2491,domain_09,3d_projection,noise,generic,1,False,class_062
train_002492,train/images.npz,2492,domain_13,retinal,contrast,generic,2,False,class_091
train_002493,train/images.npz,2493,domain_03,xray,contrast,generic,2,False,class_022
train_002494,train/images.npz,2494,domain_15,microscopy,contrast,generic,1,False,class_099
train_002495,train/images.npz,2495,domain_10,ct,brightness,generic,1,False,class_074
train_002496,train/images.npz,2496,domain_09,3d_projection,none,generic,0,False,class_067
train_002497,train/images.npz,2497,domain_03,xray,none,generic,0,False,class_016
train_002498,train/images.npz,2498,domain_03,xray,contrast,generic,1,False,class_015
train_002499,train/images.npz,2499,domain_03,xray,none,generic,0,False,class_012
train_002500,train/images.npz,2500,domain_07,ct,noise,generic,1,False,class_042
train_002501,train/images.npz,2501,domain_13,retinal,brightness,generic,2,False,class_094
train_002502,train/images.npz,2502,domain_16,3d_projection,none,generic,0,False,class_106
train_002503,train/images.npz,2503,domain_08,ct,none,generic,0,False,class_051
train_002504,train/images.npz,2504,domain_11,microscopy,brightness,generic,2,False,class_085
train_002505,train/images.npz,2505,domain_03,xray,none,generic,0,False,class_019
train_002506,train/images.npz,2506,domain_11,microscopy,brightness,generic,2,False,class_088
train_002507,train/images.npz,2507,domain_08,ct,none,generic,0,False,class_055
train_002508,train/images.npz,2508,domain_01,microscopy,none,generic,0,False,class_003
train_002509,train/images.npz,2509,domain_09,3d_projection,none,generic,0,False,class_067
train_002510,train/images.npz,2510,domain_07,ct,none,generic,0,False,class_038
train_002511,train/images.npz,2511,domain_02,ultrasound,brightness,generic,1,False,class_011
train_002512,train/images.npz,2512,domain_08,ct,contrast,generic,2,False,class_052
train_002513,train/images.npz,2513,domain_14,3d_projection,noise,generic,1,False,class_097
train_002514,train/images.npz,2514,domain_03,xray,none,generic,0,False,class_025
train_002515,train/images.npz,2515,domain_06,retinal,none,generic,0,False,class_033
train_002516,train/images.npz,2516,domain_03,xray,noise,generic,1,False,class_012
train_002517,train/images.npz,2517,domain_05,3d_projection,none,generic,0,False,class_031
train_002518,train/images.npz,2518,domain_07,ct,none,generic,0,False,class_039
train_002519,train/images.npz,2519,domain_16,3d_projection,none,generic,0,False,class_107
train_002520,train/images.npz,2520,domain_11,microscopy,blur,generic,2,False,class_082
train_002521,train/images.npz,2521,domain_06,retinal,brightness,generic,1,False,class_032
train_002522,train/images.npz,2522,domain_06,retinal,contrast,generic,1,False,class_033
train_002523,train/images.npz,2523,domain_10,ct,noise,generic,2,False,class_075
train_002524,train/images.npz,2524,domain_08,ct,none,generic,0,False,class_056
train_002525,train/images.npz,2525,domain_07,ct,none,generic,0,False,class_043
train_002526,train/images.npz,2526,domain_03,xray,none,generic,0,False,class_025
train_002527,train/images.npz,2527,domain_10,ct,blur,generic,2,False,class_071
train_002528,train/images.npz,2528,domain_07,ct,none,generic,0,False,class_037
train_002529,train/images.npz,2529,domain_03,xray,brightness,generic,1,False,class_018
train_002530,train/images.npz,2530,domain_02,ultrasound,contrast,generic,1,False,class_011
train_002531,train/images.npz,2531,domain_09,3d_projection,none,generic,0,False,class_067
train_002532,train/images.npz,2532,domain_04,3d_projection,contrast,generic,2,False,class_029
train_002533,train/images.npz,2533,domain_07,ct,none,generic,0,False,class_044
train_002534,train/images.npz,2534,domain_02,ultrasound,none,generic,0,False,class_011
train_002535,train/images.npz,2535,domain_11,microscopy,brightness,generic,1,False,class_083
train_002536,train/images.npz,2536,domain_02,ultrasound,none,generic,0,False,class_010
train_002537,train/images.npz,2537,domain_11,microscopy,none,generic,0,False,class_083
train_002538,train/images.npz,2538,domain_09,3d_projection,brightness,generic,1,False,class_058
train_002539,train/images.npz,2539,domain_05,3d_projection,none,generic,0,False,class_030
train_002540,train/images.npz,2540,domain_07,ct,none,generic,0,False,class_042
train_002541,train/images.npz,2541,domain_11,microscopy,none,generic,0,False,class_084
train_002542,train/images.npz,2542,domain_05,3d_projection,noise,generic,1,False,class_030
train_002543,train/images.npz,2543,domain_13,retinal,none,generic,0,False,class_093
train_002544,train/images.npz,2544,domain_08,ct,none,generic,0,False,class_056
train_002545,train/images.npz,2545,domain_14,3d_projection,noise,generic,1,False,class_097
train_002546,train/images.npz,2546,domain_11,microscopy,noise,generic,2,False,class_088
train_002547,train/images.npz,2547,domain_16,3d_projection,none,generic,0,False,class_107
train_002548,train/images.npz,2548,domain_11,microscopy,noise,generic,1,False,class_088
train_002549,train/images.npz,2549,domain_15,microscopy,none,generic,0,False,class_098
train_002550,train/images.npz,2550,domain_05,3d_projection,blur,generic,1,False,class_030
train_002551,train/images.npz,2551,domain_11,microscopy,none,generic,0,False,class_081
train_002552,train/images.npz,2552,domain_03,xray,none,generic,0,False,class_021
train_002553,train/images.npz,2553,domain_09,3d_projection,none,generic,0,False,class_065
train_002554,train/images.npz,2554,domain_10,ct,noise,generic,1,False,class_079
train_002555,train/images.npz,2555,domain_12,xray,none,generic,0,False,class_090
train_002556,train/images.npz,2556,domain_11,microscopy,none,generic,0,False,class_082
train_002557,train/images.npz,2557,domain_11,microscopy,none,generic,0,False,class_082
train_002558,train/images.npz,2558,domain_01,microscopy,contrast,generic,1,False,class_002
train_002559,train/images.npz,2559,domain_03,xray,contrast,generic,1,False,class_025
train_002560,train/images.npz,2560,domain_13,retinal,contrast,generic,1,False,class_092
train_002561,train/images.npz,2561,domain_10,ct,none,generic,0,False,class_075
train_002562,train/images.npz,2562,domain_01,microscopy,none,generic,0,False,class_002
train_002563,train/images.npz,2563,domain_08,ct,none,generic,0,False,class_047
train_002564,train/images.npz,2564,domain_04,3d_projection,none,generic,0,False,class_028
train_002565,train/images.npz,2565,domain_00,3d_projection,none,generic,0,False,class_001
train_002566,train/images.npz,2566,domain_01,microscopy,blur,generic,1,False,class_008
train_002567,train/images.npz,2567,domain_09,3d_projection,noise,generic,1,False,class_066
train_002568,train/images.npz,2568,domain_01,microscopy,contrast,generic,1,False,class_003
train_002569,train/images.npz,2569,domain_01,microscopy,blur,generic,2,False,class_006
train_002570,train/images.npz,2570,domain_00,3d_projection,none,generic,0,False,class_001
train_002571,train/images.npz,2571,domain_10,ct,contrast,generic,2,False,class_073
train_002572,train/images.npz,2572,domain_09,3d_projection,brightness,generic,2,False,class_068
train_002573,train/images.npz,2573,domain_03,xray,contrast,generic,1,False,class_024
train_002574,train/images.npz,2574,domain_06,retinal,contrast,generic,1,False,class_034
train_002575,train/images.npz,2575,domain_03,xray,contrast,generic,1,False,class_024
train_002576,train/images.npz,2576,domain_11,microscopy,none,generic,0,False,class_088
train_002577,train/images.npz,2577,domain_03,xray,none,generic,0,False,class_025
train_002578,train/images.npz,2578,domain_13,retinal,contrast,generic,1,False,class_092
train_002579,train/images.npz,2579,domain_08,ct,noise,generic,1,False,class_049
train_002580,train/images.npz,2580,domain_09,3d_projection,contrast,generic,1,False,class_060
train_002581,train/images.npz,2581,domain_10,ct,none,generic,0,False,class_078
train_002582,train/images.npz,2582,domain_10,ct,none,generic,0,False,class_077
train_002583,train/images.npz,2583,domain_08,ct,none,generic,0,False,class_054
train_002584,train/images.npz,2584,domain_03,xray,none,generic,0,False,class_022
train_002585,train/images.npz,2585,domain_01,microscopy,none,generic,0,False,class_005
train_002586,train/images.npz,2586,domain_06,retinal,none,generic,0,False,class_032
train_002587,train/images.npz,2587,domain_01,microscopy,none,generic,0,False,class_003
train_002588,train/images.npz,2588,domain_01,microscopy,none,generic,0,False,class_005
train_002589,train/images.npz,2589,domain_10,ct,none,generic,0,False,class_069
train_002590,train/images.npz,2590,domain_08,ct,contrast,generic,1,False,class_057
train_002591,train/images.npz,2591,domain_07,ct,brightness,generic,1,False,class_037
train_002592,train/images.npz,2592,domain_07,ct,blur,generic,1,False,class_046
train_002593,train/images.npz,2593,domain_01,microscopy,contrast,generic,1,False,class_006
train_002594,train/images.npz,2594,domain_14,3d_projection,blur,generic,1,False,class_096
train_002595,train/images.npz,2595,domain_10,ct,noise,generic,1,False,class_071
train_002596,train/images.npz,2596,domain_01,microscopy,contrast,generic,2,False,class_004
train_002597,train/images.npz,2597,domain_11,microscopy,contrast,generic,1,False,class_086
train_002598,train/images.npz,2598,domain_01,microscopy,noise,generic,2,False,class_009
train_002599,train/images.npz,2599,domain_07,ct,none,generic,0,False,class_044
train_002600,train/images.npz,2600,domain_09,3d_projection,brightness,generic,1,False,class_060
train_002601,train/images.npz,2601,domain_04,3d_projection,noise,generic,1,False,class_028
train_002602,train/images.npz,2602,domain_07,ct,contrast,generic,1,False,class_040
train_002603,train/images.npz,2603,domain_03,xray,contrast,generic,2,False,class_014
train_002604,train/images.npz,2604,domain_00,3d_projection,none,generic,0,False,class_000
train_002605,train/images.npz,2605,domain_03,xray,contrast,generic,1,False,class_026
train_002606,train/images.npz,2606,domain_13,retinal,none,generic,0,False,class_093
train_002607,train/images.npz,2607,domain_05,3d_projection,none,generic,0,False,class_031
train_002608,train/images.npz,2608,domain_00,3d_projection,blur,generic,1,False,class_000
train_002609,train/images.npz,2609,domain_03,xray,noise,generic,1,False,class_014
train_002610,train/images.npz,2610,domain_11,microscopy,contrast,generic,1,False,class_081
train_002611,train/images.npz,2611,domain_09,3d_projection,contrast,generic,1,False,class_058
train_002612,train/images.npz,2612,domain_06,retinal,blur,generic,2,False,class_033
train_002613,train/images.npz,2613,domain_16,3d_projection,noise,generic,2,False,class_107
train_002614,train/images.npz,2614,domain_10,ct,none,generic,0,False,class_076
train_002615,train/images.npz,2615,domain_02,ultrasound,noise,generic,1,False,class_010
train_002616,train/images.npz,2616,domain_03,xray,none,generic,0,False,class_013
train_002617,train/images.npz,2617,domain_03,xray,none,generic,0,False,class_020
train_002618,train/images.npz,2618,domain_10,ct,none,generic,0,False,class_074
train_002619,train/images.npz,2619,domain_15,microscopy,contrast,generic,1,False,class_103
train_002620,train/images.npz,2620,domain_04,3d_projection,brightness,generic,1,False,class_028
train_002621,train/images.npz,2621,domain_10,ct,none,generic,0,False,class_078
train_002622,train/images.npz,2622,domain_09,3d_projection,contrast,generic,1,False,class_062
train_002623,train/images.npz,2623,domain_07,ct,blur,generic,1,False,class_045
train_002624,train/images.npz,2624,domain_05,3d_projection,blur,generic,1,False,class_031
train_002625,train/images.npz,2625,domain_03,xray,none,generic,0,False,class_020
train_002626,train/images.npz,2626,domain_04,3d_projection,none,generic,0,False,class_028
train_002627,train/images.npz,2627,domain_16,3d_projection,noise,generic,1,False,class_106
train_002628,train/images.npz,2628,domain_10,ct,noise,generic,1,False,class_069
train_002629,train/images.npz,2629,domain_13,retinal,blur,generic,1,False,class_094
train_002630,train/images.npz,2630,domain_09,3d_projection,contrast,generic,1,False,class_068
train_002631,train/images.npz,2631,domain_12,xray,none,generic,0,False,class_089
